Season,AvgTime,FirstGame,LastGame,NbGames,Region,TournamentName
S13,1828,2023-07-18,2023-08-05,17,GR,GLL Summer Playoffs 2023
S13,1845,2023-07-25,2023-08-05,14,CZ,Hitpoint Masters Summer Playoffs 2023
S13,1858,2023-07-20,2023-08-05,52,CN,LPL Summer Playoffs 2023
S13,1776,2023-07-20,2023-08-05,16,PT,LPLOL Summer Playoffs 2023
S13,1956,2023-07-25,2023-08-05,16,EUW,NLC Summer Playoffs 2023
S13,1912,2023-07-26,2023-08-05,15,IT,PG Nationals Summer Playoffs 2023
S13,1878,2023-06-05,2023-08-04,218,KR,LCK CL Summer 2023
S13,1800,2023-07-17,2023-07-30,20,OCE,LCO Split 2 Playoffs 2023
S13,1844,2023-07-24,2023-07-30,16,EUW,LEC Summer Playoffs 2023
S13,1910,2023-05-31,2023-07-27,91,FR,LFL Summer 2023
S13,1759,2023-06-13,2023-07-26,56,AL,Arabian League Summer 2023
S13,1913,2023-07-15,2023-07-23,22,EUW,LEC Summer Groups 2023
S13,1867,2023-06-07,2023-07-21,56,RS,EBL Summer 2023
S13,1756,2023-06-06,2023-07-21,56,CZ,Hitpoint Masters Summer 2023
S13,1877,2023-06-14,2023-07-21,92,NA,LCS Summer 2023
S13,1847,2023-05-23,2023-07-21,91,FR,LFL Div2 Summer 2023
S13,1770,2023-06-08,2023-07-21,56,IT,PG Nationals Summer 2023
S13,1943,2023-06-01,2023-07-21,89,DE,Prime League Summer 2023
S13,1898,2023-05-31,2023-07-21,90,ES,SuperLiga 2nd Div Summer 2023
S13,1883,2023-06-14,2023-07-21,56,TR,TCL Summer 2023
S13,1862,2023-06-06,2023-07-20,56,BE,Elite Series Summer 2023
S13,1922,2023-05-29,2023-07-20,91,ES,SuperLiga Summer 2023
S13,1813,2023-05-29,2023-07-20,90,PL,Ultraliga Season 10 2023
S13,1942,2023-06-06,2023-07-19,61,LAT,LLA Closing 2023
S13,1856,2023-06-06,2023-07-19,56,EUW,NLC Summer 2023
S13,1732,2023-05-29,2023-07-18,90,DE,Prime League 2nd Div Summer 2023
S13,1817,2023-05-29,2023-07-17,324,CN,LPL Summer 2023
S13,1858,2023-06-10,2023-07-17,180,NA,NACL Summer 2023
S13,1830,2023-06-10,2023-07-16,67,JP,LJL Summer 2023
S13,1861,2023-06-05,2023-07-14,56,PT,LPLOL Summer 2023
S13,1856,2023-06-05,2023-07-12,56,GR,GLL Summer 2023
S13,1698,2023-06-05,2023-07-12,57,OCE,LCO Split 2 2023
S13,1924,2023-06-17,2023-07-03,45,EUW,LEC Summer 2023
S13,1807,2023-05-02,2023-05-21,76,WR,MSI 2023
S13,1907,2023-04-11,2023-04-29,79,WR,EMEA Masters Spring 2023
S13,1679,2023-02-27,2023-04-29,41,OCE,LCO Split 1 Stage 2 2023
S13,1819,2023-04-17,2023-04-23,17,EUW,LEC Spring Playoffs 2023
S13,1806,2023-04-14,2023-04-23,25,VN,VCS Spring Playoffs 2023
S13,2032,2023-03-27,2023-04-22,34,BR,CBLOL Academy Split 1 Playoffs 2023
S13,1808,2023-04-08,2023-04-16,24,EUW,LEC Spring Groups 2023
S13,2147,2023-03-24,2023-04-15,30,BR,CBLOL Split 1 Playoffs 2023
S13,1775,2023-04-01,2023-04-15,19,JP,LJL Spring Playoffs 2023
S13,1888,2023-03-30,2023-04-15,50,CN,LPL Spring Playoffs 2023
S13,1998,2023-03-14,2023-04-14,35,LAT,LLA Opening Playoffs 2023
S13,1917,2023-02-24,2023-04-10,139,VN,VCS Spring 2023
S13,2054,2023-03-22,2023-04-09,33,KR,LCK Spring Playoffs 2023
S13,1937,2023-03-23,2023-04-09,30,NA,LCS Spring Playoffs 2023
S13,1948,2023-03-23,2023-04-09,45,WR,PCS Spring Playoffs 2023
S13,1930,2023-04-04,2023-04-07,60,WR,EMEA Masters Spring Play-In 2023
S13,1873,2023-03-20,2023-04-07,34,KR,LCK CL Spring Playoffs 2023
S13,1859,2023-03-22,2023-04-03,24,ES,SuperLiga 2nd Div Spring Playoffs 2023
S13,1874,2023-03-14,2023-04-02,24,FR,LFL Div2 Spring Playoffs 2023
S13,1908,2023-03-11,2023-04-02,82,NA,NACL Spring Playoffs 2023
S13,2063,2023-03-16,2023-04-01,18,RS,EBL Spring Playoffs 2023
S13,1773,2023-03-14,2023-04-01,17,GR,GLL Spring Playoffs 2023
S13,1989,2023-03-16,2023-04-01,15,PT,LPLOL Spring Playoffs 2023
S13,1902,2023-03-16,2023-04-01,25,DE,Prime League Spring Playoffs 2023
S13,1834,2023-03-14,2023-04-01,21,ES,SuperLiga Spring Playoffs 2023
S13,1956,2023-03-22,2023-04-01,23,TR,TCL Spring Playoffs 2023
S13,1837,2023-03-21,2023-03-31,16,CZ,Hitpoint Masters Spring Playoffs 2023
S13,1984,2023-03-22,2023-03-31,21,FR,LFL Spring Playoffs 2023
S13,1874,2023-03-16,2023-03-31,17,IT,PG Nationals Spring Playoffs 2023
S13,1813,2023-03-14,2023-03-31,21,PL,Ultraliga Season 9 Playoffs 2023
S13,1976,2023-03-09,2023-03-30,14,AL,Arabian League Spring Playoffs 2023
S13,1825,2023-03-21,2023-03-30,16,BE,Elite Series Spring Playoffs 2023
S13,1791,2023-03-06,2023-03-30,24,DE,Prime League 2nd Div Spring Playoffs 2023
S13,1891,2023-03-14,2023-03-28,16,EUW,NLC Spring Playoffs 2023
S13,1951,2023-03-11,2023-03-27,46,EUW,LEC Spring Season 2023
S13,1844,2023-01-28,2023-03-26,133,JP,LJL Spring 2023
S13,1910,2023-01-14,2023-03-26,329,CN,LPL Spring 2023
S13,1963,2023-01-23,2023-03-21,90,BR,CBLOL Academy Split 1 2023
S13,2018,2023-01-21,2023-03-19,90,BR,CBLOL Split 1 2023
S13,1931,2023-01-18,2023-03-19,218,KR,LCK Spring 2023
S13,1836,2023-01-27,2023-03-17,57,CZ,Hitpoint Masters Spring 2023
S13,1949,2023-01-16,2023-03-17,222,KR,LCK CL 2023 Spring
S13,2034,2023-01-26,2023-03-17,93,NA,LCS Spring 2023
S13,1934,2023-01-18,2023-03-17,91,ES,SuperLiga 2nd Div Spring 2023
S13,1952,2023-01-26,2023-03-17,56,TR,TCL Spring 2023
S13,1999,2023-01-18,2023-03-16,90,FR,LFL Spring 2023
S13,1953,2023-01-19,2023-03-14,90,DE,Prime League Spring 2023
S13,1975,2023-02-03,2023-03-12,92,PCS,PCS Spring 2023
S13,1919,2023-02-01,2023-03-11,57,AL,Arabian League Spring 2023
S13,1869,2023-01-25,2023-03-10,56,RS,EBL Spring 2023
S13,1943,2023-01-10,2023-03-10,90,FR,LFL Div2 Spring 2023
S13,1893,2023-01-26,2023-03-10,56,PT,LPLOL Spring 2023
S13,1892,2023-01-24,2023-03-10,57,EUW,NLC Spring 2023
S13,1906,2023-01-26,2023-03-10,56,IT,PG Nationals Spring 2023
S13,1950,2023-01-24,2023-03-09,56,BE,Elite Series Spring 2023
S13,2041,2023-01-16,2023-03-09,90,ES,SuperLiga Spring 2023
S13,1842,2023-01-24,2023-03-08,56,GR,GLL Spring 2023
S13,1941,2023-01-24,2023-03-08,63,LAT,LLA Opening 2023
S13,1970,2023-01-16,2023-03-08,91,PL,Ultraliga Season 9 2023
S13,1823,2023-01-21,2023-03-07,242,NA,NACL Spring 2023
S13,1835,2023-01-09,2023-03-03,90,DE,Prime League 2nd Div Spring 2023
S13,1823,2023-02-20,2023-02-26,16,EUW,LEC Winter Playoffs 2023
S13,1853,2023-02-11,2023-02-19,24,EUW,LEC Winter Groups 2023
S13,1462,2023-01-23,2023-02-07,28,OCE,LCO Split 1 2023
S13,1990,2023-01-21,2023-02-06,45,EUW,LEC Winter 2023
S14,1986,2024-10-03,2024-11-02,82,WR,Worlds Main Event 2024
S14,1946,2024-09-25,2024-09-29,24,WR,Worlds Play-In 2024
S14,1988,2024-09-14,2024-09-21,35,WR,Americas Challengers 2024
S14,2109,2024-09-12,2024-09-14,13,KR,LCK Regional Finals 2024
S14,1664,2024-09-03,2024-09-10,11,ES,LVP SL Promotion 2025
S14,1976,2024-08-23,2024-09-08,31,KR,LCK Summer Playoffs 2024
S14,1946,2024-08-17,2024-09-08,44,NA,NACL Summer Playoffs 2024
S14,1974,2024-08-03,2024-09-07,41,BR,CBLOL Split 2 Playoffs 2024
S14,1933,2024-08-17,2024-09-07,40,NA,LCS Championship 2024
S14,1467,2024-09-03,2024-09-07,12,DE,Prime League Promotion 2025
S14,1772,2024-08-19,2024-09-06,34,KR,LCK CL Summer Playoffs 2024
S14,1827,2024-09-04,2024-09-06,11,FR,LFL Promotion 2025
S14,1870,2024-08-31,2024-09-02,13,CN,LPL Regional Finals 2024
S14,1974,2024-08-10,2024-09-01,32,EUW,LEC Season Finals 2024
S14,1880,2024-08-05,2024-09-01,67,WR,PCS Summer Playoffs 2024
S14,1918,2024-08-05,2024-08-30,191,WR,EMEA Masters Summer 2024
S14,1848,2024-08-03,2024-08-30,60,CN,LPL Summer Playoffs 2024
S14,1972,2024-07-22,2024-08-25,45,BR,CBLOL Academy Split 2 Playoffs 2024
S14,1953,2024-07-30,2024-08-24,26,LAT,LLA Closing Playoffs 2024
S14,1881,2024-06-12,2024-08-18,209,KR,LCK Summer 2024
S14,2116,2024-08-07,2024-08-18,25,VN,VCS Summer Playoffs 2024
S14,1894,2024-06-10,2024-08-16,223,KR,LCK CL Summer 2024
S14,1899,2024-06-15,2024-08-11,65,NA,LCS Summer 2024
S14,1947,2024-06-15,2024-08-11,111,NA,NACL Summer 2024
S14,1861,2024-07-19,2024-08-04,14,CZ,Hitpoint Masters Summer Playoffs 2024
S14,1816,2024-07-08,2024-08-04,22,FR,LFL Div2 Summer Playoffs 2024
S14,1872,2024-07-15,2024-08-04,16,ES,LVP SL 2nd Div Summer Playoffs 2024
S14,1859,2024-06-21,2024-08-04,100,VN,VCS Summer 2024
S14,1881,2024-07-20,2024-08-03,24,FR,LFL Summer Playoffs 2024
S14,1868,2024-07-24,2024-08-03,17,EUW,NLC Summer Playoffs 2024
S14,1981,2024-07-16,2024-08-03,23,DE,Prime League Summer Playoffs 2024
S14,1959,2024-07-20,2024-08-03,25,ES,LVP SL Summer Playoffs 2024
S14,1942,2024-07-20,2024-08-03,26,TR,TCL Summer Playoffs 2024
S14,1909,2024-07-24,2024-08-03,16,PL,Ultraliga Summer Playoffs 2024
S14,1862,2024-07-31,2024-08-02,69,WR,EMEA Masters Summer LCQ 2024
S14,1977,2024-07-05,2024-07-31,152,CN,LPL Summer Season 2024
S14,1789,2024-07-08,2024-07-30,25,DE,Prime League 2nd Div Summer Playoffs 2024
S14,1888,2024-06-01,2024-07-29,92,BR,CBLOL Split 2 2024
S14,2017,2024-07-12,2024-07-28,42,EUW,LEC Summer Playoffs 2024
S14,1923,2024-07-20,2024-07-28,15,JP,LJL Summer Playoffs 2024
S14,1720,2024-06-08,2024-07-28,73,PCS,PCS Summer 2024
S14,2007,2024-07-21,2024-07-28,24,TR,TCL Div2 Summer Playoffs 2024
S14,1807,2024-07-16,2024-07-27,17,BE,Elite Series Summer Playoffs 2024
S14,1820,2024-07-10,2024-07-25,16,IT,LIT Summer Playoffs 2024
S14,1860,2024-06-11,2024-07-24,63,LAT,LLA Closing 2024
S14,1825,2024-07-15,2024-07-22,22,OCE,LCO Split 2 Playoffs 2024
S14,1818,2024-07-09,2024-07-20,14,GR,GLL Summer Playoffs 2024
S14,1922,2024-07-04,2024-07-20,18,PT,LPLOL Summer Playoffs 2024
S14,1955,2024-05-22,2024-07-18,91,FR,LFL Summer 2024
S14,1894,2024-05-22,2024-07-18,90,ES,LVP SL Summer 2024
S14,1910,2024-05-30,2024-07-18,56,TR,TCL Summer 2024
S14,1892,2024-07-09,2024-07-17,16,RS,EBL Summer Playoffs 2024
S14,1844,2024-06-04,2024-07-17,56,EUW,NLC Summer 2024
S14,1814,2024-06-04,2024-07-17,56,PL,Ultraliga Summer 2024
S14,1911,2024-06-03,2024-07-16,93,BR,CBLOL Academy Split 2 2024
S14,1932,2024-06-03,2024-07-16,57,CZ,Hitpoint Masters Summer 2024
S14,1784,2024-05-21,2024-07-16,90,TR,TCL Div2 Summer 2024
S14,1828,2024-06-07,2024-07-14,60,JP,LJL Summer 2024
S14,1783,2024-06-04,2024-07-13,55,BE,Elite Series Summer 2024
S14,1812,2024-07-09,2024-07-12,13,AL,Arabian League Summer Playoffs 2024
S14,1912,2024-05-22,2024-07-10,90,DE,Prime League Summer 2024
S14,1587,2024-05-27,2024-07-09,56,OCE,LCO Split 2 2024
S14,1942,2024-05-24,2024-07-09,56,ES,LVP SL 2nd Div Summer 2024
S14,1928,2024-07-04,2024-07-07,19,WR,Esports World Cup 2024
S14,1942,2024-05-21,2024-07-05,90,FR,LFL Div2 Summer 2024
S14,1797,2024-05-23,2024-07-05,48,IT,LIT Summer 2024
S14,1845,2024-05-21,2024-07-03,56,GR,GLL Summer 2024
S14,1800,2024-05-23,2024-07-02,56,RS,EBL Summer 2024
S14,1785,2024-05-20,2024-07-02,90,DE,Prime League 2nd Div Summer 2024
S14,2005,2024-06-08,2024-06-30,47,EUW,LEC Summer Season 2024
S14,1930,2024-06-01,2024-06-29,130,CN,LPL Summer Placements 2024
S14,1788,2024-05-23,2024-06-28,56,PT,LPLOL Summer 2024
S14,1780,2024-05-23,2024-06-27,56,AL,Arabian League Summer 2024
S14,1858,2024-05-01,2024-05-19,78,WR,MSI 2024
S14,1941,2024-03-11,2024-04-28,72,BR,CBLOL Academy Split 1 Playoffs 2024
S14,1887,2024-04-19,2024-04-28,80,WR,EMEA Masters Spring 2024
S14,1922,2024-02-26,2024-04-28,22,OCE,LCO Split 1 Playoffs 2024
S14,2149,2024-03-22,2024-04-20,40,BR,CBLOL Split 1 Playoffs 2024
S14,1992,2024-03-31,2024-04-20,51,CN,LPL Spring Playoffs 2024
S14,1903,2024-04-15,2024-04-17,59,WR,EMEA Masters Spring Play-In 2024
S14,2124,2024-03-30,2024-04-14,32,KR,LCK Spring Playoffs 2024
S14,1827,2024-03-30,2024-04-14,42,EUW,LEC Spring Playoffs 2024
S14,1978,2024-03-19,2024-04-12,15,GR,GLL Spring Playoffs 2024
S14,1988,2024-03-25,2024-04-12,31,KR,LCK CL Spring Playoffs 2024
S14,2045,2024-03-20,2024-04-12,26,DE,Prime League Spring Playoffs 2024
S14,2006,2024-03-24,2024-04-12,14,ES,LVP SL 2nd Div Spring Playoffs 2024
S14,1966,2024-03-19,2024-04-09,22,FR,LFL Div2 Spring Playoffs 2024
S14,1848,2024-03-15,2024-04-09,22,DE,Prime League 2nd Div Spring Playoffs 2024
S14,1811,2024-03-11,2024-04-07,65,WR,PCS Spring Playoffs 2024
S14,2037,2024-04-03,2024-04-07,19,VN,VCS Spring Playoffs 2024
S14,1826,2024-03-05,2024-04-06,31,LAT,LLA Opening Playoffs 2024
S14,1904,2024-03-28,2024-04-05,16,AL,Arabian League Spring Playoffs 2024
S14,1971,2024-03-13,2024-04-05,16,RS,EBL Spring Playoffs 2024
S14,1974,2024-03-20,2024-04-05,21,FR,LFL Spring Playoffs 2024
S14,2005,2024-03-14,2024-04-05,15,PT,LPLOL Spring Playoffs 2024
S14,1942,2024-03-19,2024-04-05,26,ES,LVP SL Spring Playoffs 2024
S14,1992,2024-03-19,2024-04-05,25,TR,TCL Playoffs Spring 2024
S14,1870,2024-03-27,2024-04-03,25,TR,TCL Div2 Winter Playoffs 2024
S14,1971,2024-03-14,2024-04-01,43,NA,NACL Spring Playoffs 2024
S14,1918,2024-03-14,2024-03-31,30,NA,LCS Spring Playoffs 2024
S14,1988,2024-03-12,2024-03-30,15,BE,Elite Series Spring Playoffs 2024
S14,1983,2024-03-12,2024-03-30,16,CZ,Hitpoint Masters Spring Playoffs 2024
S14,1833,2024-03-14,2024-03-29,16,IT,LIT Spring Playoffs 2024
S14,1957,2024-01-22,2024-03-27,324,CN,LPL Spring 2024
S14,1874,2024-03-13,2024-03-27,15,EUW,NLC Spring Playoffs 2024
S14,1942,2024-03-09,2024-03-25,46,EUW,LEC Spring Season 2024
S14,1958,2024-01-17,2024-03-24,210,KR,LCK Spring 2024
S14,2038,2024-03-12,2024-03-23,16,PL,Ultraliga Spring Playoffs 2024
S14,1979,2024-01-15,2024-03-22,223,KR,LCK CL Spring 2024
S14,1881,2024-02-08,2024-03-21,56,AL,Arabian League Spring 2024
S14,2031,2024-01-20,2024-03-17,90,BR,CBLOL Split 1 2024
S14,1882,2024-01-19,2024-03-15,90,FR,LFL Div2 Spring 2024
S14,2000,2024-01-19,2024-03-15,56,ES,LVP SL 2nd Div Spring 2024
S14,2017,2024-01-17,2024-03-14,90,FR,LFL Spring 2024
S14,1936,2024-01-17,2024-03-14,91,ES,LVP SL Spring 2024
S14,1884,2024-01-23,2024-03-13,56,GR,GLL Spring 2024
S14,1946,2024-01-17,2024-03-13,90,DE,Prime League Spring 2024
S14,1788,2024-01-18,2024-03-13,91,TR,TCL Div2 Winter 2024
S14,1838,2024-01-16,2024-03-12,91,DE,Prime League 2nd Div Spring 2024
S14,2002,2024-01-20,2024-03-10,57,NA,LCS Spring 2024
S14,1907,2024-01-20,2024-03-10,112,NA,NACL Spring 2024
S14,1969,2024-01-20,2024-03-10,107,VN,VCS Spring 2024
S14,1919,2024-01-31,2024-03-08,56,RS,EBL Spring 2024
S14,1923,2024-01-23,2024-03-08,56,CZ,Hitpoint Masters Spring 2024
S14,1825,2024-01-25,2024-03-08,56,PT,LPLOL Spring 2024
S14,1913,2024-01-25,2024-03-08,57,IT,LIT Spring 2024
S14,1956,2024-01-25,2024-03-08,56,TR,TCL Spring 2024
S14,1851,2024-01-23,2024-03-07,56,BE,Elite Series Spring 2024
S14,1944,2024-01-24,2024-03-07,56,EUW,NLC Spring 2024
S14,1977,2024-02-05,2024-03-05,66,BR,CBLOL Academy Split 1 2024
S14,1880,2024-02-24,2024-03-03,13,JP,LJL Spring Playoffs 2024
S14,1870,2024-01-19,2024-03-03,93,PCS,PCS Spring 2024
S14,1872,2024-01-16,2024-02-29,93,LAT,LLA Opening 2024
S14,1890,2024-01-16,2024-02-28,56,PL,Ultraliga Spring 2024
S14,1799,2024-01-15,2024-02-21,55,OCE,LCO Split 1 2024
S14,1909,2024-02-03,2024-02-18,40,EUW,LEC Winter Playoffs 2024
S14,1836,2024-01-20,2024-02-18,60,JP,LJL Spring 2024
S14,1940,2024-01-13,2024-01-29,45,EUW,LEC Winter Season 2024
S14,1571,2023-12-25,2024-01-06,65,CN,Demacia Cup 2023
